0.002500	0.500000	0.415995	-0.580450	-0.295653	-0.118625	-0.018895	0.003064	0.016977	0.003888	-0.009682	
0.007500	0.500000	0.414417	-0.581321	-0.294316	-0.117491	-0.017544	0.002469	0.015857	0.004077	-0.008743	
0.012500	0.500000	0.412484	-0.582052	-0.292723	-0.116653	-0.016223	0.002026	0.014717	0.004217	-0.007792	
0.017500	0.500000	0.410256	-0.582655	-0.290968	-0.115977	-0.014978	0.001684	0.013616	0.004313	-0.006866	
0.022500	0.500000	0.407782	-0.583160	-0.289082	-0.115408	-0.013819	0.001409	0.012577	0.004380	-0.005989	
0.027500	0.500000	0.405101	-0.583590	-0.287083	-0.114918	-0.012748	0.001179	0.011609	0.004426	-0.005175	
0.032500	0.500000	0.402242	-0.583961	-0.284981	-0.114487	-0.011761	0.000984	0.010713	0.004458	-0.004426	
0.037500	0.500000	0.399229	-0.584288	-0.282786	-0.114105	-0.010854	0.000816	0.009889	0.004479	-0.003742	
0.042500	0.500000	0.396079	-0.584577	-0.280505	-0.113762	-0.010022	0.000670	0.009133	0.004491	-0.003120	
0.047500	0.500000	0.392807	-0.584836	-0.278147	-0.113454	-0.009260	0.000542	0.008441	0.004496	-0.002557	
0.052500	0.500000	0.389427	-0.585069	-0.275719	-0.113176	-0.008562	0.000430	0.007807	0.004494	-0.002048	
0.057500	0.500000	0.385948	-0.585280	-0.273225	-0.112924	-0.007923	0.000332	0.007228	0.004488	-0.001589	
0.062500	0.500000	0.382381	-0.585470	-0.270673	-0.112696	-0.007338	0.000246	0.006698	0.004477	-0.001177	
0.067500	0.500000	0.378733	-0.585643	-0.268067	-0.112488	-0.006803	0.000170	0.006215	0.004463	-0.000806	
0.072500	0.500000	0.375012	-0.585800	-0.265412	-0.112299	-0.006312	0.000104	0.005773	0.004445	-0.000474	
0.077500	0.500000	0.371225	-0.585942	-0.262712	-0.112127	-0.005863	0.000047	0.005369	0.004424	-0.000177	
0.082500	0.500000	0.367377	-0.586072	-0.259972	-0.111970	-0.005452	-0.000003	0.004999	0.004400	0.000089	
0.087500	0.500000	0.363474	-0.586190	-0.257195	-0.111828	-0.005075	-0.000046	0.004662	0.004375	0.000326	
0.092500	0.500000	0.359522	-0.586298	-0.254384	-0.111698	-0.004729	-0.000083	0.004352	0.004347	0.000536	
0.097500	0.500000	0.355523	-0.586396	-0.251542	-0.111580	-0.004411	-0.000114	0.004070	0.004318	0.000723	
0.102500	0.500000	0.351483	-0.586485	-0.248672	-0.111472	-0.004120	-0.000141	0.003810	0.004287	0.000888	
0.107500	0.500000	0.347406	-0.586567	-0.245777	-0.111374	-0.003852	-0.000162	0.003573	0.004255	0.001034	
0.112500	0.500000	0.343293	-0.586641	-0.242858	-0.111284	-0.003606	-0.000180	0.003355	0.004222	0.001162	
0.117500	0.500000	0.339150	-0.586709	-0.239918	-0.111202	-0.003379	-0.000194	0.003156	0.004188	0.001274	
0.122500	0.500000	0.334977	-0.586771	-0.236959	-0.111128	-0.003171	-0.000205	0.002972	0.004154	0.001371	
0.127500	0.500000	0.330779	-0.586827	-0.233982	-0.111060	-0.002979	-0.000213	0.002804	0.004119	0.001455	
0.132500	0.500000	0.326556	-0.586878	-0.230988	-0.110998	-0.002802	-0.000218	0.002649	0.004083	0.001528	
0.137500	0.500000	0.322312	-0.586925	-0.227980	-0.110941	-0.002638	-0.000221	0.002506	0.004048	0.001589	
0.142500	0.500000	0.318048	-0.586968	-0.224959	-0.110889	-0.002487	-0.000222	0.002375	0.004012	0.001641	
0.147500	0.500000	0.313766	-0.587007	-0.221925	-0.110842	-0.002348	-0.000222	0.002253	0.003975	0.001683	
0.152500	0.500000	0.309467	-0.587043	-0.218880	-0.110799	-0.002219	-0.000219	0.002141	0.003939	0.001718	
0.157500	0.500000	0.305153	-0.587076	-0.215825	-0.110759	-0.002099	-0.000215	0.002038	0.003903	0.001746	
0.162500	0.500000	0.300825	-0.587106	-0.212761	-0.110723	-0.001988	-0.000210	0.001942	0.003867	0.001767	
