0.002500	0.500000	0.408528	-0.581497	-0.289575	-0.116725	-0.025622	
0.007500	0.500000	0.407456	-0.582086	-0.288602	-0.116148	-0.023643	
0.012500	0.500000	0.406025	-0.582521	-0.287495	-0.115668	-0.021753	
0.017500	0.500000	0.404315	-0.582883	-0.286234	-0.115244	-0.019991	
0.022500	0.500000	0.402367	-0.583203	-0.284822	-0.114861	-0.018364	
0.027500	0.500000	0.400205	-0.583492	-0.283266	-0.114511	-0.016866	
0.032500	0.500000	0.397851	-0.583755	-0.281577	-0.114191	-0.015490	
0.037500	0.500000	0.395319	-0.583997	-0.279766	-0.113897	-0.014225	
0.042500	0.500000	0.392626	-0.584218	-0.277842	-0.113627	-0.013064	
0.047500	0.500000	0.389783	-0.584422	-0.275815	-0.113379	-0.011997	
0.052500	0.500000	0.386804	-0.584608	-0.273693	-0.113151	-0.011018	
0.057500	0.500000	0.383700	-0.584780	-0.271483	-0.112942	-0.010118	
0.062500	0.500000	0.380480	-0.584937	-0.269193	-0.112750	-0.009292	
0.067500	0.500000	0.377155	-0.585082	-0.266829	-0.112574	-0.008533	
0.072500	0.500000	0.373733	-0.585215	-0.264397	-0.112412	-0.007837	
0.077500	0.500000	0.370221	-0.585337	-0.261904	-0.112263	-0.007197	
0.082500	0.500000	0.366628	-0.585449	-0.259353	-0.112127	-0.006609	
0.087500	0.500000	0.362959	-0.585552	-0.256750	-0.112002	-0.006070	
0.092500	0.500000	0.359221	-0.585646	-0.254099	-0.111886	-0.005574	
0.097500	0.500000	0.355420	-0.585733	-0.251404	-0.111781	-0.005119	
0.102500	0.500000	0.351560	-0.585813	-0.248668	-0.111684	-0.004701	
0.107500	0.500000	0.347647	-0.585886	-0.245894	-0.111594	-0.004317	
0.112500	0.500000	0.343685	-0.585953	-0.243087	-0.111512	-0.003965	
0.117500	0.500000	0.339678	-0.586015	-0.240248	-0.111437	-0.003641	
0.122500	0.500000	0.335629	-0.586072	-0.237380	-0.111368	-0.003344	
0.127500	0.500000	0.331542	-0.586124	-0.234486	-0.111305	-0.003071	
0.132500	0.500000	0.327421	-0.586171	-0.231567	-0.111246	-0.002820	
0.137500	0.500000	0.323267	-0.586215	-0.228626	-0.111193	-0.002590	
0.142500	0.500000	0.319083	-0.586256	-0.225665	-0.111144	-0.002378	
0.147500	0.500000	0.314873	-0.586293	-0.222685	-0.111099	-0.002184	
0.152500	0.500000	0.310638	-0.586327	-0.219687	-0.111057	-0.002006	
0.157500	0.500000	0.306380	-0.586358	-0.216673	-0.111019	-0.001842	
0.162500	0.500000	0.302101	-0.586387	-0.213645	-0.110984	-0.001692	
0.167500	0.500000	0.297802	-0.586413	-0.210603	-0.110952	-0.001554	
0.172500	0.500000	0.293486	-0.586437	-0.207550	-0.110923	-0.001427	
0.177500	0.500000	0.289154	-0.586459	-0.204484	-0.110896	-0.001310	
0.182500	0.500000	0.284807	-0.586480	-0.201409	-0.110871	-0.001203	
0.187500	0.500000	0.280446	-0.586498	-0.198323	-0.110848	-0.001105	
0.192500	0.500000	0.276073	-0.586516	-0.195229	-0.110827	-0.001015	
0.197500	0.500000	0.271688	-0.586531	-0.192128	-0.110808	-0.000932	
0.202500	0.500000	0.267292	-0.586546	-0.189018	-0.110790	-0.000856	
0.207500	0.500000	0.262887	-0.586559	-0.185902	-0.110774	-0.000786	
0.212500	0.500000	0.258473	-0.586572	-0.182780	-0.110759	-0.000722	
0.217500	0.500000	0.254050	-0.586583	-0.179651	-0.110745	-0.000663	
0.222500	0.500000	0.249620	-0.586593	-0.176518	-0.110733	-0.000609	
0.227500	0.500000	0.245183	-0.586603	-0.173380	-0.110721	-0.000559	
0.232500	0.500000	0.240740	-0.586611	-0.170237	-0.110710	-0.000513	
0.237500	0.500000	0.236291	-0.586619	-0.167091	-0.110701	-0.000472	
0.242500	0.500000	0.231836	-0.586627	-0.163940	-0.110692	-0.000433	
0.247500	0.500000	0.227377	-0.586633	-0.160786	-0.110684	-0.000398	
0.252500	0.500000	0.222913	-0.586640	-0.157629	-0.110676	-0.000365	
