0.010000	0.500000	0.709707	-0.007671	0.000000	-0.502461	-0.000000	-0.531183	-0.531183	-0.166860	-0.000000	-0.117518	-0.117518	0.000000	0.000000	
0.030000	0.500000	0.682238	-0.007758	0.000000	-0.482957	0.000000	-0.507966	-0.507966	-0.168759	0.000000	-0.115890	-0.115890	0.000000	0.000000	
0.050000	0.500000	0.654487	-0.007834	0.000000	-0.463265	0.000000	-0.485037	-0.485037	-0.170413	0.000000	-0.114472	-0.114472	0.000000	0.000000	
0.070000	0.500000	0.626492	-0.007900	0.000000	-0.443408	0.000000	-0.462360	-0.462360	-0.171852	0.000000	-0.113238	-0.113238	0.000000	0.000000	
0.090000	0.500000	0.598282	-0.007958	0.000000	-0.423407	0.000000	-0.439902	-0.439902	-0.173105	0.000000	-0.112164	-0.112164	0.000000	0.000000	
0.110000	0.500000	0.569887	-0.008008	0.000000	-0.403283	0.000000	-0.417634	-0.417634	-0.174196	0.000000	-0.111229	-0.111229	0.000000	0.000000	
0.130000	0.500000	0.541331	-0.008051	0.000000	-0.383050	0.000000	-0.395532	-0.395532	-0.175145	0.000000	-0.110416	-0.110416	0.000000	0.000000	
0.150000	0.500000	0.512634	-0.008089	0.000000	-0.362722	0.000000	-0.373574	-0.373574	-0.175969	0.000000	-0.109709	-0.109709	0.000000	0.000000	
0.170000	0.500000	0.483814	-0.008122	0.000000	-0.342313	0.000000	-0.351741	-0.351741	-0.176686	0.000000	-0.109094	-0.109094	0.000000	0.000000	
0.190000	0.500000	0.454889	-0.008151	0.000000	-0.321833	0.000000	-0.330017	-0.330017	-0.177309	0.000000	-0.108560	-0.108560	0.000000	0.000000	
0.210000	0.500000	0.425871	-0.008176	0.000000	-0.301290	0.000000	-0.308388	-0.308388	-0.177849	0.000000	-0.108097	-0.108097	0.000000	0.000000	
0.230000	0.500000	0.396773	-0.008197	0.000000	-0.280695	0.000000	-0.286840	-0.286840	-0.178317	0.000000	-0.107696	-0.107696	0.000000	0.000000	
0.250000	0.500000	0.367606	-0.008216	0.000000	-0.260052	0.000000	-0.265363	-0.265363	-0.178722	0.000000	-0.107349	-0.107349	0.000000	0.000000	
0.270000	0.500000	0.338380	-0.008232	0.000000	-0.239370	0.000000	-0.243948	-0.243948	-0.179072	0.000000	-0.107049	-0.107049	0.000000	0.000000	
0.290000	0.500000	0.309101	-0.008246	0.000000	-0.218653	0.000000	-0.222585	-0.222585	-0.179373	0.000000	-0.106791	-0.106791	0.000000	0.000000	
0.310000	0.500000	0.279779	-0.008258	0.000000	-0.197907	0.000000	-0.201268	-0.201268	-0.179631	0.000000	-0.106570	-0.106570	0.000000	0.000000	
0.330000	0.500000	0.250418	-0.008268	0.000000	-0.177135	0.000000	-0.179990	-0.179990	-0.179850	0.000000	-0.106382	-0.106382	0.000000	0.000000	
0.350000	0.500000	0.221026	-0.008276	0.000000	-0.156341	0.000000	-0.158745	-0.158745	-0.180036	0.000000	-0.106223	-0.106223	0.000000	0.000000	
0.370000	0.500000	0.191606	-0.008283	0.000000	-0.135529	0.000000	-0.137527	-0.137527	-0.180192	0.000000	-0.106089	-0.106089	0.000000	0.000000	
0.390000	0.500000	0.162164	-0.008289	0.000000	-0.114703	0.000000	-0.116332	-0.116332	-0.180320	0.000000	-0.105979	-0.105979	0.000000	0.000000	
0.410000	0.500000	0.132703	-0.008294	0.000000	-0.093864	0.000000	-0.095157	-0.095157	-0.180423	0.000000	-0.105891	-0.105891	0.000000	0.000000	
0.430000	0.500000	0.103228	-0.008298	0.000000	-0.073015	0.000000	-0.073996	-0.073996	-0.180504	0.000000	-0.105822	-0.105822	0.000000	0.000000	
0.450000	0.500000	0.073742	-0.008301	0.000000	-0.052159	0.000000	-0.052846	-0.052846	-0.180563	0.000000	-0.105771	-0.105771	0.000000	0.000000	
0.470000	0.500000	0.044248	-0.008302	0.000000	-0.031297	0.000000	-0.031705	-0.031705	-0.180602	0.000000	-0.105738	-0.105738	0.000000	0.000000	
0.490000	0.500000	0.014750	-0.008303	0.000000	-0.010433	0.000000	-0.010568	-0.010568	-0.180621	0.000000	-0.105722	-0.105722	0.000000	0.000000	
0.510000	0.500000	-0.014750	-0.008303	-0.000000	0.010433	0.000000	0.010568	0.010568	-0.180621	-0.000000	-0.105722	-0.105722	0.000000	0.000000	
0.530000	0.500000	-0.044248	-0.008302	-0.000000	0.031297	0.000000	0.031705	0.031705	-0.180602	-0.000000	-0.105738	-0.105738	0.000000	0.000000	
0.550000	0.500000	-0.073742	-0.008301	-0.000000	0.052159	0.000000	0.052846	0.052846	-0.180563	-0.000000	-0.105771	-0.105771	0.000000	0.000000	
0.570000	0.500000	-0.103228	-0.008298	-0.000000	0.073015	0.000000	0.073996	0.073996	-0.180504	-0.000000	-0.105822	-0.105822	0.000000	0.000000	
0.590000	0.500000	-0.132703	-0.008294	-0.000000	0.093864	0.000000	0.095157	0.095157	-0.180423	-0.000000	-0.105891	-0.105891	0.000000	0.000000	
0.610000	0.500000	-0.162164	-0.008289	-0.000000	0.114703	0.000000	0.116332	0.116332	-0.180320	-0.000000	-0.105979	-0.105979	0.000000	0.000000	
0.630000	0.500000	-0.191606	-0.008283	-0.000000	0.135529	0.000000	0.137527	0.137527	-0.180192	-0.000000	-0.106089	-0.106089	0.000000	0.000000	
0.650000	0.500000	-0.221026	-0.008276	-0.000000	0.156341	0.000000	0.158745	0.158745	-0.180036	-0.000000	-0.106223	-0.106223	0.000000	0.000000	
